,campaign,batch,hourly_timestamp,tbl_speed,fom,main_comp,tbl_fill,SREL,pre_comp,produced,waste,cyl_main,stiffness,ejection
0,22,83,2019-01-25 06:20:00,-0.6971328854995282,-0.7566973861948122,1.2210526315789472,3.6421052631578954,3.3666666666666667,0.0,-1.7800593516864722,-1.7117561694537733,0.8999999999999999,152.1578947368421,-0.3591272295667444
1,22,83,2019-01-25 06:30:00,-0.7855226864580822,-0.8113577717390438,3.538333333333333,3.8,5.623333333333333,0.0,-1.7800593516864722,-0.00622190292779651,0.8661666666666668,428.31666666666666,-0.22906281291545724
2,22,83,2019-01-25 06:40:00,-1.0644618635953282,-0.9855240933799804,3.0,3.8,5.5,0.0,-1.7800593516864722,0.6714628614772126,0.93,422.0,-0.2606011711939182
3,22,83,2019-01-25 06:50:00,-1.0644618635953282,-0.9855240933799804,3.0,3.8,5.5,0.0,-1.7800593516864722,0.6714628614772126,0.93,422.0,-0.2606011711939182
4,22,83,2019-01-25 07:00:00,-0.610744119918293,-0.7339505176764053,2.996666666666667,3.793333333333333,5.585,0.0,-1.7778383947812615,0.6735498468726603,0.93,426.05,-0.2592685645060959
5,22,83,2019-01-25 07:10:00,0.8592565994201619,0.07882564998129862,2.966666666666667,3.7625,5.716666666666667,0.0,-1.6921355871448986,0.6839092268672574,0.93,465.1666666666667,-0.2711033810431843
6,22,83,2019-01-25 07:20:00,-0.681467005958608,-0.7726541447077245,2.99,3.759,5.775,0.0,-1.630340727370509,0.6961950549191911,0.93,462.26666666666665,-0.27135721088848386
7,22,83,2019-01-25 07:30:00,0.4386617900063203,-0.1533961122066168,2.975,3.761833333333333,5.446666666666667,0.0,-1.57716840616929,0.7122299019846665,0.9323333333333336,463.35,-0.2775443133676588
8,22,83,2019-01-25 07:40:00,1.0341400960579332,0.1755847175595967,2.9566666666666666,3.773,5.598333333333333,0.0,-1.4573673778117524,0.7169610317725367,0.94,450.06666666666666,-0.27665590890911057
9,22,83,2019-01-25 07:50:00,1.0341400960579332,0.1755847175595967,2.953333333333333,3.762333333333333,5.863333333333333,0.0,-1.3280292992141927,0.718311434087238,0.94,451.0833333333333,-0.27763949955964606
10,22,83,2019-01-25 08:00:00,1.0341400960579332,0.1755847175595967,2.958333333333333,3.758,6.006666666666666,0.0,-1.1988218651404687,0.7193502050985466,0.94,448.3833333333333,-0.277702957020971
