,campaign,batch,hourly_timestamp,tbl_speed,fom,main_comp,tbl_fill,SREL,pre_comp,produced,waste,cyl_main,stiffness,ejection
0,13,64,2018-05-12 00:20:00,-1.2586463055316754,-1.1561163271360688,6.811627906976744,4.776046511627907,21.16744186046512,0.0,-1.6119033999897094,-1.6631296105317224,1.16,1.1395348837209305,-1.1660262866546998
1,13,64,2018-05-12 00:30:00,-1.2999067779229527,-1.184537996587944,9.61,4.7245,4.251666666666667,0.0366666666666666,-1.6119033999897094,-0.9082615181096992,1.0325,3.05,0.4325638100507587
2,13,64,2018-05-12 00:40:00,-1.4030191683301998,-1.2820485114627287,10.736666666666668,4.710833333333334,3.4683333333333333,0.265,-1.6119033999897094,-0.3128603738702824,0.938,3.033333333333333,0.37648164616548374
3,13,64,2018-05-12 00:50:00,-1.5633286082398195,-1.4445660362540362,10.4,4.7,3.4,0.3,-1.6119033999897094,-0.15488032047292025,0.96,3.0,0.28167608340704325
4,13,64,2018-05-12 01:00:00,-1.1994025244495363,-1.119530986671421,10.396666666666668,4.692166666666667,2.4833333333333334,0.3,-1.611361888925627,-0.1353279832630525,0.96,3.033333333333333,0.09295515096770617
5,13,64,2018-05-12 01:10:00,0.6202278945018799,0.5056442612416556,10.348333333333333,4.711,3.665,0.2933333333333333,-1.5661156311267277,-0.0834326827980201,0.96,3.8,0.3604581707696911
6,13,64,2018-05-12 01:20:00,0.6202278945018799,0.5056442612416556,10.381666666666666,4.758666666666667,4.071666666666667,0.3,-1.4933726448516358,-0.0834326827980201,0.96,3.9,0.35266898134118024
7,13,64,2018-05-12 01:30:00,0.6202278945018799,0.5056442612416556,10.36,4.772166666666666,4.336666666666667,0.2983333333333333,-1.4199678117204428,-0.0834326827980201,0.96,3.7,0.3533366261493388
8,13,64,2018-05-12 01:40:00,0.6202278945018799,0.5056442612416556,10.405,4.768,4.331666666666666,0.305,-1.34728499334136,-0.0834326827980201,0.96,3.883333333333333,0.3613483638472351
9,13,64,2018-05-12 01:50:00,0.6202278945018799,0.5056442612416556,10.366666666666667,4.770166666666666,4.463333333333334,0.3,-1.2743615033782405,-0.0831828658830729,0.96,4.016666666666667,0.411644272728473
