,campaign,batch,hourly_timestamp,tbl_speed,fom,main_comp,tbl_fill,SREL,pre_comp,produced,waste,cyl_main,stiffness,ejection
0,15,62,2018-12-06 13:10:00,-1.4606261812393193,-1.042811624195531,0.0,3.5,0.0,0.0,-1.6830844879731819,-1.5944422088364403,1.22,0.0,-1.6376787892435063
1,15,62,2018-12-06 13:20:00,-1.1198058198299623,-0.8809822927664628,2.79,3.8195,16.584999999999997,0.0,-1.6830844879731819,-1.429195452457059,1.1973333333333334,44.56666666666667,-0.6467737940300893
2,15,62,2018-12-06 13:30:00,-0.9851546938354244,-0.8304425331088042,6.955,3.962,3.14,0.0,-1.6830844879731819,-0.9435815087006858,0.8518333333333333,54.38333333333333,-0.14952515113535778
3,15,62,2018-12-06 13:40:00,-1.0802979553620196,-0.8743457586700025,7.905,3.9463333333333335,2.1,0.04,-1.6830844879731819,-0.5623214666624848,0.7768333333333334,55.0,0.15563047990346224
4,15,62,2018-12-06 13:50:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
5,15,62,2018-12-06 14:00:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
6,15,62,2018-12-06 14:10:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
7,15,62,2018-12-06 14:20:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
8,15,62,2018-12-06 14:30:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
9,15,62,2018-12-06 14:40:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
10,15,62,2018-12-06 14:50:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
11,15,62,2018-12-06 15:00:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
12,15,62,2018-12-06 15:10:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
13,15,62,2018-12-06 15:20:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
14,15,62,2018-12-06 15:30:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
15,15,62,2018-12-06 15:40:00,-1.4606261812393193,-1.042811624195531,8.2,4.0,3.0,0.0,-1.6830844879731819,-0.3705663944630523,0.77,53.0,0.07527661175507397
16,15,62,2018-12-06 15:50:00,-1.3427452409368281,-0.9815513094589752,8.156666666666666,4.015666666666666,3.035,0.0216666666666666,-1.682704524137975,-0.3689112461470224,0.77,52.88333333333333,0.06374346832671693
17,15,62,2018-12-06 16:00:00,-1.4606261812393193,-1.042811624195531,8.1,4.06,3.5,0.1,-1.681184668797148,-0.3644439022595565,0.77,53.0,0.05258846074847026
