campaign,batch,hourly_timestamp,code,tbl_speed,fom,main_comp,tbl_fill,SREL,pre_comp,produced,waste,cyl_main,cyl_pre,stiffness,ejection
22,83,2019-01-25 06:20:00,11.0,17.503508771929827,5.912280701754386,1.2210526315789472,3.6421052631578945,3.3666666666666667,0.0,0.0,688.8421052631579,0.8999999999999999,4.0,152.1578947368421,38.24561403508772
22,83,2019-01-25 06:30:00,11.0,13.291666666666666,4.5,3.538333333333333,3.8,5.623333333333333,0.0,0.0,3698.95,0.8661666666666668,4.0,428.31666666666666,106.56666666666666
22,83,2019-01-25 06:40:00,11.0,0.0,0.0,3.0,3.8,5.5,0.0,0.0,4895.0,0.93,4.0,422.0,90.0
22,83,2019-01-25 06:50:00,11.0,0.0,0.0,3.0,3.8,5.5,0.0,0.0,4895.0,0.93,4.0,422.0,90.0
22,83,2019-01-25 07:00:00,11.0,21.62,6.5,2.996666666666667,3.7933333333333334,5.585,0.0,0.2833333333333333,4898.683333333333,0.93,4.0,426.05,90.7
22,83,2019-01-25 07:10:00,11.0,91.66666666666667,27.5,2.966666666666667,3.7625,5.716666666666667,0.0,11.216666666666667,4916.966666666666,0.93,4.0,465.1666666666667,84.48333333333333
22,83,2019-01-25 07:20:00,11.0,18.25,5.5,2.99,3.759,5.775,0.0,19.1,4938.65,0.93,4.0,462.26666666666665,84.35
22,83,2019-01-25 07:30:00,11.0,71.625,21.5,2.975,3.761833333333333,5.446666666666667,0.0,25.883333333333333,4966.95,0.9323333333333335,4.0,463.35,81.1
22,83,2019-01-25 07:40:00,11.0,100.0,30.0,2.9566666666666666,3.773,5.598333333333333,0.0,41.166666666666664,4975.3,0.94,4.0,450.06666666666666,81.56666666666666
22,83,2019-01-25 07:50:00,11.0,100.0,30.0,2.953333333333333,3.762333333333333,5.863333333333333,0.0,57.666666666666664,4977.683333333333,0.94,4.0,451.0833333333333,81.05
22,83,2019-01-25 08:00:00,11.0,100.0,30.0,2.9583333333333335,3.758,6.006666666666666,0.0,74.15,4979.516666666666,0.94,4.0,448.3833333333333,81.01666666666667
22,83,2019-01-25 08:10:00,11.0,100.0,30.0,2.9633333333333334,3.7561666666666667,6.091666666666667,0.0,90.68333333333334,4981.383333333333,0.94,4.0,444.98333333333335,81.75
22,83,2019-01-25 08:20:00,11.0,100.0,30.0,2.9566666666666666,3.755333333333333,6.131666666666666,0.0,107.15,4983.283333333334,0.94,4.0,443.18333333333334,81.18333333333334
22,83,2019-01-25 08:30:00,11.0,100.0,30.0,2.9633333333333334,3.759,6.1850000000000005,0.0,123.68333333333334,4985.25,0.94,4.0,443.28333333333336,81.51666666666667
22,83,2019-01-25 08:40:00,11.0,100.0,30.0,2.955,3.7584999999999997,6.346666666666667,0.0,140.16666666666666,4986.85,0.94,4.0,443.68333333333334,81.91666666666667
22,83,2019-01-25 08:50:00,11.0,100.0,30.0,2.9566666666666666,3.7595,6.4399999999999995,0.0,156.7,4993.783333333334,0.94,4.0,443.48333333333335,82.56666666666666
22,83,2019-01-25 09:00:00,11.0,100.0,30.0,2.9650000000000003,3.7703333333333333,6.391666666666667,0.0,173.16666666666666,4999.75,0.94,4.0,441.06666666666666,82.5
22,83,2019-01-25 09:10:00,11.0,100.0,30.0,2.9650000000000003,3.7711666666666663,6.453333333333333,0.0,189.7,5007.4,0.94,4.0,440.51666666666665,82.71666666666667
22,83,2019-01-25 09:20:00,11.0,100.0,30.0,2.9616666666666664,3.765333333333333,6.446666666666667,0.0,206.16666666666666,5016.916666666667,0.94,4.0,441.75,83.06666666666666
22,83,2019-01-25 09:30:00,11.0,100.0,30.0,2.95,3.763833333333333,6.421666666666667,0.0,222.71666666666667,5024.733333333334,0.94,4.0,440.43333333333334,82.91666666666667
22,83,2019-01-25 09:40:00,11.0,100.0,30.0,2.9583333333333335,3.7728333333333333,6.541666666666667,0.0,239.18333333333334,5034.716666666666,0.94,4.0,437.28333333333336,82.45
22,83,2019-01-25 09:50:00,11.0,100.0,30.0,2.9583333333333335,3.775,6.498333333333333,0.0,255.7,5046.0,0.94,4.0,436.45,82.15
22,83,2019-01-25 10:00:00,11.0,100.0,30.0,2.975,3.7741666666666664,6.3966666666666665,0.0,272.21666666666664,5062.683333333333,0.94,4.0,435.6666666666667,81.86666666666666
22,83,2019-01-25 10:10:00,11.0,100.0,30.0,2.9466666666666668,3.7704999999999997,6.27,0.0,288.73333333333335,5077.95,0.94,4.0,436.3333333333333,82.3
22,83,2019-01-25 10:20:00,11.0,100.0,30.0,2.96,3.775333333333333,6.126666666666667,0.0,305.21666666666664,5090.716666666666,0.94,4.0,434.76666666666665,82.86666666666666
22,83,2019-01-25 10:30:00,11.0,100.0,30.0,2.9616666666666664,3.782666666666666,6.108333333333333,0.0,321.75,5095.166666666667,0.94,4.0,431.9,81.5
22,83,2019-01-25 10:40:00,11.0,100.0,30.0,2.9583333333333335,3.777,6.1033333333333335,0.0,338.25,5103.416666666667,0.94,4.0,432.7,81.88333333333334
22,83,2019-01-25 10:50:00,11.0,100.0,30.0,2.9516666666666667,3.787,6.1066666666666665,0.0,354.75,5108.0,0.94,4.0,432.5,81.65
